SID,NAME,ISO_TIME,LAT,LON,WMO_WIND,BASIN
2022338N05100,MANDOUS,2022-12-05 00:00:00,7.2,97.2, ,NI
2022338N05100,MANDOUS,2022-12-05 03:00:00,7.3,96.5, ,NI
2022338N05100,MANDOUS,2022-12-05 06:00:00,7.3,95.7, ,NI
2022338N05100,MANDOUS,2022-12-05 09:00:00,7.4,95.0, ,NI
2022338N05100,MANDOUS,2022-12-05 12:00:00,7.5,94.1, ,NI
2022338N05100,MANDOUS,2022-12-05 15:00:00,7.8,92.8, ,NI
2022338N05100,MANDOUS,2022-12-05 18:00:00,8.0,91.6, ,NI
2022338N05100,MANDOUS,2022-12-05 21:00:00,8.0,90.8, ,NI
2022338N05100,MANDOUS,2022-12-06 00:00:00,8.0,90.2, ,NI
2022338N05100,MANDOUS,2022-12-06 03:00:00,8.0,89.5, ,NI
2022338N05100,MANDOUS,2022-12-06 06:00:00,8.1,88.7, ,NI
2022338N05100,MANDOUS,2022-12-06 09:00:00,8.3,87.8, ,NI
2022338N05100,MANDOUS,2022-12-06 12:00:00,8.4,87.2,25,NI
2022338N05100,MANDOUS,2022-12-06 15:00:00,8.4,86.9, ,NI
2022338N05100,MANDOUS,2022-12-06 18:00:00,8.5,86.7,25,NI
2022338N05100,MANDOUS,2022-12-06 21:00:00,8.5,86.5, ,NI
2022338N05100,MANDOUS,2022-12-07 00:00:00,8.6,86.3,30,NI
2022338N05100,MANDOUS,2022-12-07 03:00:00,8.7,85.9,30,NI
2022338N05100,MANDOUS,2022-12-07 06:00:00,8.8,85.7,30,NI
2022338N05100,MANDOUS,2022-12-07 09:00:00,8.8,85.4, ,NI
2022338N05100,MANDOUS,2022-12-07 12:00:00,9.0,85.1,30,NI
2022338N05100,MANDOUS,2022-12-07 15:00:00,9.1,84.9, ,NI
2022338N05100,MANDOUS,2022-12-07 18:00:00,9.2,84.7,35,NI
2022338N05100,MANDOUS,2022-12-07 21:00:00,9.3,84.5,35,NI
2022338N05100,MANDOUS,2022-12-08 00:00:00,9.4,84.3,40,NI
2022338N05100,MANDOUS,2022-12-08 03:00:00,9.5,84.0,40,NI
2022338N05100,MANDOUS,2022-12-08 06:00:00,9.8,83.6,45,NI
2022338N05100,MANDOUS,2022-12-08 09:00:00,9.9,83.2,45,NI
2022338N05100,MANDOUS,2022-12-08 12:00:00,10.2,82.9,50,NI
2022338N05100,MANDOUS,2022-12-08 15:00:00,10.4,82.5,50,NI
2022338N05100,MANDOUS,2022-12-08 18:00:00,10.6,82.2,50,NI
2022338N05100,MANDOUS,2022-12-08 21:00:00,10.7,82.0,50,NI
2022338N05100,MANDOUS,2022-12-09 00:00:00,11.0,81.8,50,NI
2022338N05100,MANDOUS,2022-12-09 03:00:00,11.1,81.6,45,NI
2022338N05100,MANDOUS,2022-12-09 06:00:00,11.4,81.4,45,NI
2022338N05100,MANDOUS,2022-12-09 09:00:00,11.7,81.2,45,NI
2022338N05100,MANDOUS,2022-12-09 12:00:00,12.0,81.0,40,NI
2022338N05100,MANDOUS,2022-12-09 15:00:00,12.3,80.7,40,NI
2022338N05100,MANDOUS,2022-12-09 18:00:00,12.6,80.4,35,NI
2022338N05100,MANDOUS,2022-12-09 21:00:00,12.8,80.1,35,NI
2022338N05100,MANDOUS,2022-12-10 00:00:00,12.8,79.8,30,NI
2022338N05100,MANDOUS,2022-12-10 03:00:00,12.8,79.6,30,NI
2022338N05100,MANDOUS,2022-12-10 06:00:00,12.9,79.4,25,NI
2022338N05100,MANDOUS,2022-12-10 09:00:00,12.9,79.1, ,NI
2022338N05100,MANDOUS,2022-12-10 12:00:00,12.9,78.8, ,NI
2022347N12074,UNNAMED,2022-12-12 12:00:00,12.0,74.2, ,NI
2022347N12074,UNNAMED,2022-12-12 15:00:00,12.1,73.9, ,NI
2022347N12074,UNNAMED,2022-12-12 18:00:00,12.3,73.6, ,NI
2022347N12074,UNNAMED,2022-12-12 21:00:00,12.5,73.3, ,NI
2022347N12074,UNNAMED,2022-12-13 00:00:00,12.6,73.1, ,NI
2022347N12074,UNNAMED,2022-12-13 03:00:00,12.7,72.8, ,NI
2022347N12074,UNNAMED,2022-12-13 06:00:00,12.8,72.6, ,NI
2022347N12074,UNNAMED,2022-12-13 09:00:00,12.9,72.4, ,NI
2022347N12074,UNNAMED,2022-12-13 12:00:00,13.0,72.1, ,NI
2022347N12074,UNNAMED,2022-12-13 15:00:00,13.1,71.8, ,NI
2022347N12074,UNNAMED,2022-12-13 18:00:00,13.2,71.5, ,NI
2022347N12074,UNNAMED,2022-12-13 21:00:00,13.2,71.2, ,NI
2022347N12074,UNNAMED,2022-12-14 00:00:00,13.3,70.8, ,NI
2022347N12074,UNNAMED,2022-12-14 03:00:00,13.4,70.4, ,NI
2022347N12074,UNNAMED,2022-12-14 06:00:00,13.5,70.0, ,NI
2022347N12074,UNNAMED,2022-12-14 09:00:00,13.6,69.6,25,NI
2022347N12074,UNNAMED,2022-12-14 12:00:00,13.7,69.3,25,NI
2022347N12074,UNNAMED,2022-12-14 15:00:00,13.7,68.9, ,NI
2022347N12074,UNNAMED,2022-12-14 18:00:00,13.8,68.6,25,NI
2022347N12074,UNNAMED,2022-12-14 21:00:00,13.8,68.4, ,NI
2022347N12074,UNNAMED,2022-12-15 00:00:00,13.9,68.1,30,NI
2022347N12074,UNNAMED,2022-12-15 03:00:00,13.9,67.7,30,NI
2022347N12074,UNNAMED,2022-12-15 06:00:00,13.9,67.4,30,NI
2022347N12074,UNNAMED,2022-12-15 09:00:00,14.0,67.0, ,NI
2022347N12074,UNNAMED,2022-12-15 12:00:00,14.1,66.7,30,NI
2022347N12074,UNNAMED,2022-12-15 15:00:00,14.0,66.2, ,NI
2022347N12074,UNNAMED,2022-12-15 18:00:00,13.9,65.7,30,NI
2022347N12074,UNNAMED,2022-12-15 21:00:00,13.9,65.4, ,NI
2022347N12074,UNNAMED,2022-12-16 00:00:00,13.9,65.1,30,NI
2022347N12074,UNNAMED,2022-12-16 03:00:00,13.9,64.7,30,NI
2022347N12074,UNNAMED,2022-12-16 06:00:00,13.9,64.3,30,NI
2022347N12074,UNNAMED,2022-12-16 09:00:00,14.0,63.9, ,NI
2022347N12074,UNNAMED,2022-12-16 12:00:00,14.1,63.6,25,NI
2022347N12074,UNNAMED,2022-12-16 15:00:00,14.1,63.2, ,NI
2022347N12074,UNNAMED,2022-12-16 18:00:00,14.1,62.9,25,NI
2022347N12074,UNNAMED,2022-12-16 21:00:00,14.1,62.6, ,NI
2022347N12074,UNNAMED,2022-12-17 00:00:00,14.0,62.3,25,NI
2022347N12074,UNNAMED,2022-12-17 03:00:00,14.0,62.0,25,NI
2022347N12074,UNNAMED,2022-12-17 06:00:00,13.9,61.6,25,NI
2022347N12074,UNNAMED,2022-12-17 09:00:00,13.8,61.3, ,NI
2022347N12074,UNNAMED,2022-12-17 12:00:00,13.7,60.9, ,NI
2022347N12074,UNNAMED,2022-12-17 15:00:00,13.6,60.3, ,NI
2022347N12074,UNNAMED,2022-12-17 18:00:00,13.6,59.7, ,NI
2022347N12074,UNNAMED,2022-12-17 21:00:00,13.5,59.1, ,NI
2022347N12074,UNNAMED,2022-12-18 00:00:00,13.5,58.6, ,NI
2022347N12074,UNNAMED,2022-12-18 03:00:00,13.5,58.1, ,NI
2022347N12074,UNNAMED,2022-12-18 06:00:00,13.4,57.5, ,NI
2022347N12074,UNNAMED,2022-12-18 09:00:00,13.3,56.9, ,NI
2022347N12074,UNNAMED,2022-12-18 12:00:00,13.1,56.4, ,NI
2022347N12074,UNNAMED,2022-12-18 15:00:00,12.6,56.0, ,NI
2022347N12074,UNNAMED,2022-12-18 18:00:00,12.0,55.8, ,NI
2022347N12074,UNNAMED,2022-12-18 21:00:00,11.7,55.6, ,NI
2022347N12074,UNNAMED,2022-12-19 00:00:00,11.6,55.4, ,NI
2022356N09085,UNNAMED,2022-12-22 03:00:00,9.0,85.0,25,NI
2022356N09085,UNNAMED,2022-12-22 06:00:00,9.5,84.8,25,NI
2022356N09085,UNNAMED,2022-12-22 09:00:00,9.7,84.6, ,NI
2022356N09085,UNNAMED,2022-12-22 12:00:00,9.8,84.5,25,NI
2022356N09085,UNNAMED,2022-12-22 15:00:00,10.0,84.3, ,NI
2022356N09085,UNNAMED,2022-12-22 18:00:00,10.1,84.2,25,NI
2022356N09085,UNNAMED,2022-12-22 21:00:00,10.1,84.2, ,NI
2022356N09085,UNNAMED,2022-12-23 00:00:00,10.1,84.2,25,NI
2022356N09085,UNNAMED,2022-12-23 03:00:00,10.1,84.2,25,NI
2022356N09085,UNNAMED,2022-12-23 06:00:00,10.4,84.8,25,NI
2022356N09085,UNNAMED,2022-12-23 09:00:00,10.6,85.2, ,NI
2022356N09085,UNNAMED,2022-12-23 12:00:00,10.6,85.4,25,NI
2022356N09085,UNNAMED,2022-12-23 15:00:00,10.5,85.5, ,NI
2022356N09085,UNNAMED,2022-12-23 18:00:00,10.4,85.3,25,NI
2022356N09085,UNNAMED,2022-12-23 21:00:00,10.6,84.9, ,NI
2022356N09085,UNNAMED,2022-12-24 00:00:00,10.8,84.5,25,NI
2022356N09085,UNNAMED,2022-12-24 03:00:00,10.7,84.2,25,NI
2022356N09085,UNNAMED,2022-12-24 06:00:00,10.4,83.7,25,NI
2022356N09085,UNNAMED,2022-12-24 09:00:00,10.0,83.3, ,NI
2022356N09085,UNNAMED,2022-12-24 12:00:00,9.7,83.0,25,NI
2022356N09085,UNNAMED,2022-12-24 15:00:00,9.5,82.7, ,NI
2022356N09085,UNNAMED,2022-12-24 18:00:00,9.3,82.5,25,NI
2022356N09085,UNNAMED,2022-12-24 21:00:00,9.2,82.3, ,NI
2022356N09085,UNNAMED,2022-12-25 00:00:00,9.0,82.2,25,NI
2022356N09085,UNNAMED,2022-12-25 03:00:00,8.8,82.0,25,NI
2022356N09085,UNNAMED,2022-12-25 06:00:00,8.5,81.6,25,NI
2023030N08087,UNNAMED,2023-01-30 03:00:00,7.7,87.2,25,NI
2023030N08087,UNNAMED,2023-01-30 06:00:00,7.9,86.6,25,NI
2023030N08087,UNNAMED,2023-01-30 09:00:00,8.0,86.2, ,NI
2023030N08087,UNNAMED,2023-01-30 12:00:00,8.0,86.0,25,NI
2023030N08087,UNNAMED,2023-01-30 15:00:00,8.1,85.6, ,NI
2023030N08087,UNNAMED,2023-01-30 18:00:00,8.1,85.3,25,NI
2023030N08087,UNNAMED,2023-01-30 21:00:00,8.1,85.1, ,NI
2023030N08087,UNNAMED,2023-01-31 00:00:00,8.2,84.8,25,NI
2023030N08087,UNNAMED,2023-01-31 03:00:00,8.4,84.3,25,NI
2023030N08087,UNNAMED,2023-01-31 06:00:00,8.6,83.9,25,NI
2023030N08087,UNNAMED,2023-01-31 09:00:00,8.7,83.7, ,NI
2023030N08087,UNNAMED,2023-01-31 12:00:00,8.6,83.5,25,NI
2023030N08087,UNNAMED,2023-01-31 15:00:00,8.5,83.2, ,NI
2023030N08087,UNNAMED,2023-01-31 18:00:00,8.3,82.9,25,NI
2023030N08087,UNNAMED,2023-01-31 21:00:00,8.2,82.8, ,NI
2023030N08087,UNNAMED,2023-02-01 00:00:00,8.2,82.7,25,NI
2023030N08087,UNNAMED,2023-02-01 03:00:00,8.2,82.5,25,NI
2023030N08087,UNNAMED,2023-02-01 06:00:00,8.2,82.5,25,NI
2023030N08087,UNNAMED,2023-02-01 09:00:00,8.2,82.4, ,NI
2023030N08087,UNNAMED,2023-02-01 12:00:00,8.2,82.3,25,NI
2023030N08087,UNNAMED,2023-02-01 15:00:00,8.2,82.2, ,NI
2023030N08087,UNNAMED,2023-02-01 18:00:00,8.1,82.1,25,NI
2023030N08087,UNNAMED,2023-02-01 21:00:00,7.9,81.8, ,NI
2023030N08087,UNNAMED,2023-02-02 00:00:00,7.6,81.4,25,NI
2023030N08087,UNNAMED,2023-02-02 03:00:00,7.2,81.1,20,NI
2023030N08087,UNNAMED,2023-02-02 06:00:00,6.8,80.8,20,NI
2023030N08087,UNNAMED,2023-02-02 09:00:00,6.5,80.5, ,NI
2023030N08087,UNNAMED,2023-02-02 12:00:00,6.3,80.3,20,NI
2023129N08091,MOCHA,2023-05-08 18:00:00,7.7,91.4, ,NI
2023129N08091,MOCHA,2023-05-08 21:00:00,7.6,91.1, ,NI
2023129N08091,MOCHA,2023-05-09 00:00:00,7.6,90.7, ,NI
2023129N08091,MOCHA,2023-05-09 03:00:00,7.6,90.1, ,NI
2023129N08091,MOCHA,2023-05-09 06:00:00,7.6,89.6, ,NI
2023129N08091,MOCHA,2023-05-09 09:00:00,7.7,89.3, ,NI
2023129N08091,MOCHA,2023-05-09 12:00:00,7.9,89.3,25,NI
2023129N08091,MOCHA,2023-05-09 15:00:00,8.1,89.2, ,NI
2023129N08091,MOCHA,2023-05-09 18:00:00,8.3,89.1,25,NI
2023129N08091,MOCHA,2023-05-09 21:00:00,8.3,89.1, ,NI
2023129N08091,MOCHA,2023-05-10 00:00:00,8.5,89.0,30,NI
2023129N08091,MOCHA,2023-05-10 03:00:00,8.8,88.7,30,NI
2023129N08091,MOCHA,2023-05-10 06:00:00,9.3,88.5,30,NI
2023129N08091,MOCHA,2023-05-10 09:00:00,9.7,88.4, ,NI
2023129N08091,MOCHA,2023-05-10 12:00:00,10.1,88.4,30,NI
2023129N08091,MOCHA,2023-05-10 15:00:00,10.4,88.3, ,NI
2023129N08091,MOCHA,2023-05-10 18:00:00,10.8,88.3,30,NI
2023129N08091,MOCHA,2023-05-10 21:00:00,11.0,88.2, ,NI
2023129N08091,MOCHA,2023-05-11 00:00:00,11.2,88.1,35,NI
2023129N08091,MOCHA,2023-05-11 03:00:00,11.3,88.1,35,NI
2023129N08091,MOCHA,2023-05-11 06:00:00,11.6,88.1,45,NI
2023129N08091,MOCHA,2023-05-11 09:00:00,11.8,88.0,45,NI
2023129N08091,MOCHA,2023-05-11 12:00:00,12.1,88.1,50,NI
2023129N08091,MOCHA,2023-05-11 15:00:00,12.4,88.1,50,NI
2023129N08091,MOCHA,2023-05-11 18:00:00,12.8,88.1,50,NI
2023129N08091,MOCHA,2023-05-11 21:00:00,13.0,88.1,60,NI
2023129N08091,MOCHA,2023-05-12 00:00:00,13.3,88.1,65,NI
2023129N08091,MOCHA,2023-05-12 03:00:00,13.7,88.2,65,NI
2023129N08091,MOCHA,2023-05-12 06:00:00,14.0,88.3,75,NI
2023129N08091,MOCHA,2023-05-12 09:00:00,14.3,88.4,85,NI
2023129N08091,MOCHA,2023-05-12 12:00:00,14.6,88.6,85,NI
2023129N08091,MOCHA,2023-05-12 15:00:00,14.8,88.7,90,NI
2023129N08091,MOCHA,2023-05-12 18:00:00,15.0,88.9,100,NI
2023129N08091,MOCHA,2023-05-12 21:00:00,15.1,89.0,100,NI
2023129N08091,MOCHA,2023-05-13 00:00:00,15.4,89.1,100,NI
2023129N08091,MOCHA,2023-05-13 03:00:00,15.7,89.5,100,NI
2023129N08091,MOCHA,2023-05-13 06:00:00,16.0,90.0,105,NI
2023129N08091,MOCHA,2023-05-13 09:00:00,16.4,90.3,105,NI
2023129N08091,MOCHA,2023-05-13 12:00:00,16.9,90.8,110,NI
2023129N08091,MOCHA,2023-05-13 15:00:00,17.4,91.0,110,NI
2023129N08091,MOCHA,2023-05-13 18:00:00,17.9,91.2,115,NI
2023129N08091,MOCHA,2023-05-13 21:00:00,18.3,91.4,115,NI
2023129N08091,MOCHA,2023-05-14 00:00:00,18.7,91.7,115,NI
2023129N08091,MOCHA,2023-05-14 03:00:00,19.3,92.1,110,NI
2023129N08091,MOCHA,2023-05-14 06:00:00,19.9,92.6,100,NI
2023129N08091,MOCHA,2023-05-14 09:00:00,20.4,92.9,90,NI
2023129N08091,MOCHA,2023-05-14 12:00:00,21.1,93.3,75,NI
2023129N08091,MOCHA,2023-05-14 15:00:00,22.1,94.1,60,NI
2023129N08091,MOCHA,2023-05-14 18:00:00,23.3,95.2,50,NI
2023129N08091,MOCHA,2023-05-14 21:00:00,24.3,96.1,35,NI
2023129N08091,MOCHA,2023-05-15 00:00:00,25.1,97.8,25,NI
2023156N10067,BIPARJOY,2023-06-05 00:00:00,10.3,66.7, ,NI
2023156N10067,BIPARJOY,2023-06-05 03:00:00,10.5,66.6, ,NI
2023156N10067,BIPARJOY,2023-06-05 06:00:00,10.7,66.5, ,NI
2023156N10067,BIPARJOY,2023-06-05 09:00:00,10.8,66.4, ,NI
2023156N10067,BIPARJOY,2023-06-05 12:00:00,11.0,66.3, ,NI
2023156N10067,BIPARJOY,2023-06-05 15:00:00,11.2,66.2, ,NI
2023156N10067,BIPARJOY,2023-06-05 18:00:00,11.4,66.1, ,NI
2023156N10067,BIPARJOY,2023-06-05 21:00:00,11.5,66.0, ,NI
2023156N10067,BIPARJOY,2023-06-06 00:00:00,11.5,66.0,25,NI
2023156N10067,BIPARJOY,2023-06-06 03:00:00,11.7,66.0,25,NI
2023156N10067,BIPARJOY,2023-06-06 06:00:00,11.9,65.9,30,NI
2023156N10067,BIPARJOY,2023-06-06 09:00:00,12.0,66.0, ,NI
2023156N10067,BIPARJOY,2023-06-06 12:00:00,12.2,66.0,35,NI
2023156N10067,BIPARJOY,2023-06-06 15:00:00,12.3,66.0,35,NI
2023156N10067,BIPARJOY,2023-06-06 18:00:00,12.5,66.1,40,NI
2023156N10067,BIPARJOY,2023-06-06 21:00:00,12.5,66.2,45,NI
2023156N10067,BIPARJOY,2023-06-07 00:00:00,12.6,66.3,55,NI
2023156N10067,BIPARJOY,2023-06-07 03:00:00,12.8,66.3,60,NI
2023156N10067,BIPARJOY,2023-06-07 06:00:00,13.0,66.4,65,NI
2023156N10067,BIPARJOY,2023-06-07 09:00:00,13.2,66.3,65,NI
2023156N10067,BIPARJOY,2023-06-07 12:00:00,13.3,66.2,65,NI
2023156N10067,BIPARJOY,2023-06-07 15:00:00,13.4,66.2,65,NI
2023156N10067,BIPARJOY,2023-06-07 18:00:00,13.6,66.1,70,NI
2023156N10067,BIPARJOY,2023-06-07 21:00:00,13.6,66.0,70,NI
2023156N10067,BIPARJOY,2023-06-08 00:00:00,13.8,66.1,75,NI
2023156N10067,BIPARJOY,2023-06-08 03:00:00,13.9,66.0,75,NI
2023156N10067,BIPARJOY,2023-06-08 06:00:00,14.0,66.0,75,NI
2023156N10067,BIPARJOY,2023-06-08 09:00:00,14.2,66.0,75,NI
2023156N10067,BIPARJOY,2023-06-08 12:00:00,14.3,66.0,75,NI
2023156N10067,BIPARJOY,2023-06-08 15:00:00,14.4,66.0,75,NI
2023156N10067,BIPARJOY,2023-06-08 18:00:00,14.6,66.1,75,NI
2023156N10067,BIPARJOY,2023-06-08 21:00:00,14.6,66.1,75,NI
2023156N10067,BIPARJOY,2023-06-09 00:00:00,14.8,66.3,75,NI
2023156N10067,BIPARJOY,2023-06-09 03:00:00,14.8,66.5,70,NI
2023156N10067,BIPARJOY,2023-06-09 06:00:00,15.0,66.8,70,NI
2023156N10067,BIPARJOY,2023-06-09 09:00:00,15.3,67.0,70,NI
2023156N10067,BIPARJOY,2023-06-09 12:00:00,15.6,67.2,65,NI
2023156N10067,BIPARJOY,2023-06-09 15:00:00,15.9,67.3,65,NI
2023156N10067,BIPARJOY,2023-06-09 18:00:00,16.2,67.4,70,NI
2023156N10067,BIPARJOY,2023-06-09 21:00:00,16.3,67.4,70,NI
2023156N10067,BIPARJOY,2023-06-10 00:00:00,16.5,67.4,75,NI
2023156N10067,BIPARJOY,2023-06-10 03:00:00,16.6,67.3,75,NI
2023156N10067,BIPARJOY,2023-06-10 06:00:00,16.7,67.3,75,NI
2023156N10067,BIPARJOY,2023-06-10 09:00:00,16.9,67.4,80,NI
2023156N10067,BIPARJOY,2023-06-10 12:00:00,17.2,67.3,80,NI
2023156N10067,BIPARJOY,2023-06-10 15:00:00,17.4,67.3,80,NI
2023156N10067,BIPARJOY,2023-06-10 18:00:00,17.5,67.4,85,NI
2023156N10067,BIPARJOY,2023-06-10 21:00:00,17.6,67.4,85,NI
2023156N10067,BIPARJOY,2023-06-11 00:00:00,17.8,67.6,90,NI
2023156N10067,BIPARJOY,2023-06-11 03:00:00,18.0,67.7,90,NI
2023156N10067,BIPARJOY,2023-06-11 06:00:00,18.3,67.8,90,NI
2023156N10067,BIPARJOY,2023-06-11 09:00:00,18.5,67.8,90,NI
2023156N10067,BIPARJOY,2023-06-11 12:00:00,18.7,67.8,90,NI
2023156N10067,BIPARJOY,2023-06-11 15:00:00,18.8,67.8,90,NI
2023156N10067,BIPARJOY,2023-06-11 18:00:00,18.9,67.8,90,NI
2023156N10067,BIPARJOY,2023-06-11 21:00:00,19.0,67.7,90,NI
2023156N10067,BIPARJOY,2023-06-12 00:00:00,19.2,67.7,90,NI
2023156N10067,BIPARJOY,2023-06-12 03:00:00,19.4,67.6,90,NI
2023156N10067,BIPARJOY,2023-06-12 06:00:00,19.7,67.5,90,NI
2023156N10067,BIPARJOY,2023-06-12 09:00:00,19.8,67.4,90,NI
2023156N10067,BIPARJOY,2023-06-12 12:00:00,19.9,67.3,90,NI
2023156N10067,BIPARJOY,2023-06-12 15:00:00,20.0,67.2,90,NI
2023156N10067,BIPARJOY,2023-06-12 18:00:00,20.2,67.2,85,NI
2023156N10067,BIPARJOY,2023-06-12 21:00:00,20.4,67.2,85,NI
2023156N10067,BIPARJOY,2023-06-13 00:00:00,20.7,67.0,85,NI
2023156N10067,BIPARJOY,2023-06-13 03:00:00,20.9,66.9,85,NI
2023156N10067,BIPARJOY,2023-06-13 06:00:00,21.0,66.8,85,NI
2023156N10067,BIPARJOY,2023-06-13 09:00:00,21.1,66.5,85,NI
2023156N10067,BIPARJOY,2023-06-13 12:00:00,21.2,66.5,85,NI
2023156N10067,BIPARJOY,2023-06-13 15:00:00,21.3,66.4,85,NI
2023156N10067,BIPARJOY,2023-06-13 18:00:00,21.5,66.4,85,NI
2023156N10067,BIPARJOY,2023-06-13 21:00:00,21.5,66.3,85,NI
2023156N10067,BIPARJOY,2023-06-14 00:00:00,21.6,66.3,80,NI
2023156N10067,BIPARJOY,2023-06-14 03:00:00,21.6,66.3,80,NI
2023156N10067,BIPARJOY,2023-06-14 06:00:00,21.6,66.4,80,NI
2023156N10067,BIPARJOY,2023-06-14 09:00:00,21.7,66.6,80,NI
2023156N10067,BIPARJOY,2023-06-14 12:00:00,21.9,66.7,75,NI
2023156N10067,BIPARJOY,2023-06-14 15:00:00,22.1,66.8,70,NI
2023156N10067,BIPARJOY,2023-06-14 18:00:00,22.2,66.8,70,NI
2023156N10067,BIPARJOY,2023-06-14 21:00:00,22.3,66.8,70,NI
2023156N10067,BIPARJOY,2023-06-15 00:00:00,22.3,67.0,70,NI
2023156N10067,BIPARJOY,2023-06-15 03:00:00,22.5,67.1,70,NI
2023156N10067,BIPARJOY,2023-06-15 06:00:00,22.6,67.3,65,NI
2023156N10067,BIPARJOY,2023-06-15 09:00:00,22.7,67.7,65,NI
2023156N10067,BIPARJOY,2023-06-15 12:00:00,22.8,68.1,65,NI
2023156N10067,BIPARJOY,2023-06-15 15:00:00,23.1,68.4,65,NI
2023156N10067,BIPARJOY,2023-06-15 18:00:00,23.3,68.6,60,NI
2023156N10067,BIPARJOY,2023-06-15 21:00:00,23.4,68.8,50,NI
2023156N10067,BIPARJOY,2023-06-16 00:00:00,23.5,69.1,50,NI
2023156N10067,BIPARJOY,2023-06-16 03:00:00,23.5,69.4,45,NI
2023156N10067,BIPARJOY,2023-06-16 06:00:00,23.7,69.7,40,NI
2023156N10067,BIPARJOY,2023-06-16 09:00:00,23.9,70.0,40,NI
2023156N10067,BIPARJOY,2023-06-16 12:00:00,24.2,70.4,35,NI
2023156N10067,BIPARJOY,2023-06-16 15:00:00,24.5,70.7,35,NI
2023156N10067,BIPARJOY,2023-06-16 18:00:00,24.6,70.9,30,NI
2023156N10067,BIPARJOY,2023-06-16 21:00:00,24.7,71.0, ,NI
2023156N10067,BIPARJOY,2023-06-17 00:00:00,24.8,71.2,30,NI
2023156N10067,BIPARJOY,2023-06-17 03:00:00,25.0,71.5,30,NI
2023156N10067,BIPARJOY,2023-06-17 06:00:00,25.3,71.9,30,NI
2023156N10067,BIPARJOY,2023-06-17 09:00:00,25.5,72.2, ,NI
2023156N10067,BIPARJOY,2023-06-17 12:00:00,25.6,72.5,25,NI
2023156N10067,BIPARJOY,2023-06-17 15:00:00,25.7,72.7, ,NI
2023156N10067,BIPARJOY,2023-06-17 18:00:00,25.8,72.8,25,NI
2023156N10067,BIPARJOY,2023-06-17 21:00:00,25.9,73.0, ,NI
2023156N10067,BIPARJOY,2023-06-18 00:00:00,26.0,73.3,25,NI
2023156N10067,BIPARJOY,2023-06-18 03:00:00,26.2,73.8,25,NI
2023156N10067,BIPARJOY,2023-06-18 06:00:00,26.3,74.0,25,NI
2023156N10067,BIPARJOY,2023-06-18 09:00:00,26.3,74.3, ,NI
2023156N10067,BIPARJOY,2023-06-18 12:00:00,26.3,74.7,20,NI
2023156N10067,BIPARJOY,2023-06-18 15:00:00,26.3,74.9, ,NI
2023156N10067,BIPARJOY,2023-06-18 18:00:00,26.3,75.2,20,NI
2023156N10067,BIPARJOY,2023-06-18 21:00:00,26.3,75.6, ,NI
2023156N10067,BIPARJOY,2023-06-19 00:00:00,26.3,76.0,20,NI
2023160N20092,UNNAMED,2023-06-08 12:00:00,19.5,92.1, ,NI
2023160N20092,UNNAMED,2023-06-08 15:00:00,19.5,91.9, ,NI
2023160N20092,UNNAMED,2023-06-08 18:00:00,19.6,91.7, ,NI
2023160N20092,UNNAMED,2023-06-08 21:00:00,19.7,91.6, ,NI
2023160N20092,UNNAMED,2023-06-09 00:00:00,19.8,91.5, ,NI
2023160N20092,UNNAMED,2023-06-09 03:00:00,19.9,91.5, ,NI
2023160N20092,UNNAMED,2023-06-09 06:00:00,19.9,91.5, ,NI
2023160N20092,UNNAMED,2023-06-09 09:00:00,19.9,91.5, ,NI
2023160N20092,UNNAMED,2023-06-09 12:00:00,20.0,91.5, ,NI
2023160N20092,UNNAMED,2023-06-09 15:00:00,20.0,91.5, ,NI
2023160N20092,UNNAMED,2023-06-09 18:00:00,20.2,91.6, ,NI
2023160N20092,UNNAMED,2023-06-09 21:00:00,20.6,91.7, ,NI
2023160N20092,UNNAMED,2023-06-10 00:00:00,21.0,91.8, ,NI
2023160N20092,UNNAMED,2023-06-10 03:00:00,21.4,91.7, ,NI
2023160N20092,UNNAMED,2023-06-10 06:00:00,21.8,91.4, ,NI
2023212N19090,UNNAMED,2023-07-30 12:00:00,19.0,90.0, ,NI
2023212N19090,UNNAMED,2023-07-30 15:00:00,18.8,90.2, ,NI
2023212N19090,UNNAMED,2023-07-30 18:00:00,18.7,90.5, ,NI
2023212N19090,UNNAMED,2023-07-30 21:00:00,18.6,90.8, ,NI
2023212N19090,UNNAMED,2023-07-31 00:00:00,18.6,91.0, ,NI
2023212N19090,UNNAMED,2023-07-31 03:00:00,18.6,91.2, ,NI
2023212N19090,UNNAMED,2023-07-31 06:00:00,18.6,91.3, ,NI
2023212N19090,UNNAMED,2023-07-31 09:00:00,18.7,91.6, ,NI
2023212N19090,UNNAMED,2023-07-31 12:00:00,19.0,91.8, ,NI
2023212N19090,UNNAMED,2023-07-31 15:00:00,19.5,91.9, ,NI
2023212N19090,UNNAMED,2023-07-31 18:00:00,19.9,92.0, ,NI
2023212N19090,UNNAMED,2023-07-31 21:00:00,19.8,92.1, ,NI
2023212N19090,UNNAMED,2023-08-01 00:00:00,20.0,91.9,25,NI
2023212N19090,UNNAMED,2023-08-01 03:00:00,20.9,91.3,30,NI
2023212N19090,UNNAMED,2023-08-01 06:00:00,21.6,90.7,30,NI
2023212N19090,UNNAMED,2023-08-01 09:00:00,22.0,90.2, ,NI
